xFrame,yFrame,pX,pY,vX,vY,vS,wall,isTorus,time,trapped
-3.763478363243123,-1.6335958358701617,-0.7634783632431228,0.09845497169871423,2.1411951638290576,-1.0098270305666357,0.013827140521555644,-1,False,50.04117585115488,True
-6.861528097465572,-3.028129954816488,0.638471902534415,-0.43005374346315933,-2.4818470601101654,-1.4137255360535455,0.21359669035369833,-1,False,44.211942601601386,False
2.343627813823102,-3.0618975055044144,-0.6563721861768987,0.40220410963334396,0.8802778476432137,-2.7523212014850946,-0.43665955058016387,-1,False,9.319752441961434,False
-0.5752531580750199,-0.7356831105685031,0.9247468419249785,0.13034229321594887,-1.5930840857978574,-1.0473016595842455,0.07253341329381702,0,True,50.01642637870339,True
-2.2630277868572075,-3.0085241244986873,0.7369722131427967,0.45557749063907366,2.691997620674985,-1.0057559440099464,-0.056075423722037915,0,True,18.51540608312619,False
-0.9253878589094968,-3.3348695959075108,0.574612141090501,-0.7367933845541935,-1.0580839104261734,-2.7490194876402225,0.2539389756573664,5,True,7.6012758721100395,False
-11.340486352835292,-3.067069699800825,0.659513647164691,0.39703191533694104,-1.9372648056627382,-2.105841512182811,0.3908797742196261,-1,False,39.66833078723734,False
0.7681463526626685,-3.062519318029361,-0.7318536473373282,-0.4644431066760304,-1.3834916071915293,-2.3329262272592395,0.3111047508924664,3,True,43.27823040920582,False
-3.6615776365533614,-3.0705185573150646,-0.6615776365533523,0.3935830578227075,2.0097440688904995,-2.129179012756216,0.19720784926634394,-1,False,41.85150017825549,False
-0.6729278293396243,-3.090255752391018,-0.6729278293396235,0.37384586274674075,0.20122488646138081,-2.858638207880982,0.19506067599169138,-1,False,16.841215121276925,False
-0.7712627680180743,-3.067917107762419,0.728737231981914,-0.46984089640909343,0.7081066761471122,-2.8366519293898924,0.2960256067250822,5,True,22.84555473267275,False
0.8488172821662218,-3.0086290832068836,-0.6511827178337778,-0.4105528718535614,2.5317894250048827,-0.5374165057306385,0.1378661412540571,-1,False,25.119132762761534,False
-3.8458763222163275,-3.0039269311449295,0.6541236777836674,-0.4058507197916018,-2.1933024802764893,-1.8873846143543345,-0.40489213666601015,-1,False,26.08668414482528,False
-6.506131385679865,-2.5874563398349766,-0.5061313856798743,-0.8554055322660978,2.6828861424576615,0.4820167109520733,0.4123538945546287,3,True,50.0041802883073,True
2.024898848397799,-3.5072276856127003,-0.9751011516022037,-0.04312607047494066,-1.5170215341322142,-2.429781009677539,0.29420677999237743,3,True,16.849620237871076,False
0.6848617172448096,-3.112594828794922,0.6848617172448156,0.351506786342845,-0.9400107521644944,-2.7322986841122385,-0.34363028579514754,-1,False,17.166968202566007,False
-2.494035248666236,-2.587744958988711,-0.9940352486662198,0.010331252364620562,2.7065871991694195,-0.5293658930537679,0.2894418587259766,2,True,50.075957391349895,True
3.844747387188719,-3.0021017130194623,-0.6552526128112888,-0.4040255016661346,2.7020283646122856,-1.0244682139129884,0.42914650138610855,-1,False,33.26227953252696,False
0.9059663993563201,-1.894921781502401,-0.5940336006436948,0.7031544298509196,1.7030696386687916,-1.4852394298997007,0.35574223153833306,2,True,50.02676809783851,True
-0.6366009610137032,-3.0312831670223552,-0.6366009610137026,0.4328184481153994,2.0877820384437595,-1.9239099810678935,0.245259237170686,-1,False,6.512534968210131,False
-1.9202502979088099,-3.464101615137756,-0.4202502979088142,-0.8660254037844384,1.5464984746218555,-2.4028782766389503,-0.14739957103646742,4,True,12.081774635979402,False
3.931002661532862,-3.5836085109498725,0.9310026615328659,-0.11950689581210408,1.0288500817730988,-2.8126613183055773,0.2631839312726939,5,True,16.96975853816061,False
-0.8961939449535474,-3.07558101811638,0.6038060550464647,-0.4775048067630502,-2.4994467640686966,-1.5613812716409814,-0.022375751208082436,-1,False,34.497506691742075,False
-0.6828220453717104,-3.1086488799576957,-0.6828220453717095,0.35545273518006215,0.22543720893226138,-2.752150500521811,-0.4243283202817193,-1,False,8.603203143960737,False
0.8507532230213499,-3.0116837731500374,-0.6492467769786507,-0.4136075617967187,2.519531301555654,-0.3186893572705621,-0.020992086075091107,-1,False,14.922699204176023,False
-2.251936874664701,-3.027734147918399,-0.7519368746646926,-0.4296579365650783,-0.04549245617857689,-2.8570492873232554,-0.3820567683451867,3,True,15.361442469966095,False
-0.7409225636047022,-3.015366332206406,0.7590774363952985,-0.4172901208530877,-0.27789252103615447,-2.594972110758973,0.32855991337429297,5,True,8.58675104165711,False
