xFrame,yFrame,pX,pY,vX,vY,vS,wall,isTorus,time
-41.567182941706385,-54.33017694057399,0.43281705829239475,-0.6366019059378555,-10.141229695139723,2.4517394631834373,0.264375119,-1,False,1000.0112043855991
9.540023547623647,-11.18900743121476,-0.9599764523763723,0.06932281798327317,1.463654665766516,-4.482131030723646,0.61274447,2,True,1000.010941816804
-56.792385960764776,-144.75099258103506,0.20761403923792843,0.7412752547494785,-16.65004115116407,-3.51833829747677,0.55853773,-1,False,1000.0194378432517
-51.74029145387792,-131.42476624049425,-0.7402914538762677,0.2110951347387095,14.257497047983348,7.69521708424232,0.610558356,-1,False,1000.0136135176243
-3.6849056503244384,-124.3562369692398,-0.6849056503260844,0.3514211757193862,0.5250784056611888,-15.756852928100118,-0.568172036,-1,False,1000.0102390150653
5.696947840150249,-69.9896706150339,-0.3030521598504456,-0.7076383122772341,-3.3179441915334853,11.363672239823874,-0.072815114,-1,False,1000.0009553397781
30.730322802478792,-105.18800465395707,0.7303228024793991,0.4670946077484937,-5.924499358079572,-13.225285121086523,-0.361173318,0,True,1000.0017208432844
56.09014302031726,-26.136894404676003,-0.9098569796804482,-0.15613229114117616,6.426901152114919,-3.255075271101585,-0.049825698,3,True,1000.0327455234018
58.36002352948673,-13.965464771065214,-0.1399764705129839,0.7569670932711146,3.2437444372837194,-4.196088999027668,0.689446891,-1,False,1000.0146212210369
11.259925742364617,-37.361996629072216,0.7599257423642692,-0.12290426634053976,-8.570677108158407,-0.893792142525752,0.106416017,-1,False,1000.0014899421959
-3.9578859084887132,-8.587310291631942,-0.9578859084881038,0.07294374621320839,3.791790278605666,1.5862709576558782,-0.034875718,2,True,1000.034345707716
30.42942039840232,-26.84678751731769,0.42942039840213364,-0.8660254037844376,5.404633639075099,4.890891052612831,-0.616123966,4,True,1000.0231819112348
18.644297893755226,-72.1300397975223,0.6442978937574929,0.6160941203712698,-0.4004219618551863,-11.983964045387665,0.404331413,0,True,1000.0037355906784
-79.75828018063066,-69.14118545690485,-0.2582801806347964,-0.725178557931665,1.4154170986161625,11.700991151418611,0.101019818,-1,False,1000.0119021398897
-2.2559056192728217,-1.0116251542836148,-0.755905619272291,-0.14559975049829782,0.7338931071845134,-1.2797918946456583,-0.255323819,-1,False,1000.0633959897322
-98.24984501709424,-90.23944272915946,0.7501549829043899,-0.17280073557802636,-5.946077156301343,12.058732661530824,-0.11846269,-1,False,1000.0035522566002
-57.27602783182354,-61.48780366869582,-0.2760278318215921,0.8660254037844417,-5.763144692532185,-9.500393653111251,-0.194597093,1,True,1000.0082891077707
-63.62255871153636,-132.28960886372766,-0.6225587115362515,-0.6537474884934192,-0.03995174996872475,16.266049177841005,0.573933191,3,True,1000.01529870011
-42.54702610521032,-104.87052546142273,0.952973894793152,-0.08145160350033376,-10.490280782981426,-10.010956344744935,0.631464954,5,True,1000.0009052102544
21.525774872637705,-60.059503086817706,0.5257748726352411,0.5622751780916426,-10.879779024055479,1.015333496300665,0.442174468,-1,False,1000.0048382879638
-51.188506473110856,-80.54036255195614,-0.18850647311218194,0.8660254037844394,10.41152147844207,-7.205215672185014,-0.525282318,1,True,1000.0219766267803
-29.44847424289687,-18.097288250273206,0.551525757103087,-0.7767801745834321,-2.6336046597336757,5.357573531608763,0.191839737,5,True,1000.1526897219939
-12.749488332436105,-60.79744793256423,-0.7494883324372066,-0.1756696676523515,8.29653536853658,7.244276963411287,0.289007871,-1,False,1000.0094137962205
-8.091251731889283,-10.550357481324859,0.9087482681107709,-0.15805263591079702,0.7519235156754054,4.4709584644298745,-0.698928928,5,True,1000.0008004839332
8.23055590203981,-114.33877065866263,-0.7694440979594299,-0.02341735911650796,1.6087809462154787,15.057865232422266,-0.254964664,-1,False,1000.0130871313919
29.104507787894775,-43.48228298764007,0.6045077878936891,0.6850126053659549,-9.288631065483404,-0.4803849639436646,0.555369849,0,True,1000.0149457742901
-11.247244039074229,-2.783059828633734,-0.7472440390733568,-0.18498361727982243,2.2518073392283307,-0.4707452934740495,0.53062676,-1,False,1000.0023336561457
51.57938031700875,-103.41618452676991,0.5793803170040854,0.506863927362007,-2.691164701869573,-14.143692542276119,0.17457666,-1,False,1000.0003876567639
-2.5537114859792593,-39.209937233314236,0.4462885140214421,0.627231340770792,-7.43306750140094,-4.811380325074019,-0.634414721,-1,False,1000.0157926187184
49.226978912739156,-72.89240097438369,-0.27302108725771435,0.7197583472980412,-3.130617621418718,-11.6274349080532,-0.671724782,-1,False,1000.0105761856629
-52.313605710846595,-18.93342688656998,0.18639428915331868,-0.7468934070961004,1.6891496291170218,5.900794968382658,0.243861825,-1,False,1000.0089452901038
24.700885254240823,-35.85498502199908,0.7008852542408421,0.5180819369479082,-7.151973816390642,4.457522797929779,-0.490429594,0,True,1000.0184460221897
